1774991082.177082,-0.068
1774991082.2964709,-0.060000000000000005
1774991082.4261806,-0.060000000000000005
1774991082.5460148,-0.055901639344262295
1774991082.671909,-0.05952817192450751
1774991082.7935987,-0.05670765867322539
1774991082.92603,-0.05852642276422765
1774991083.0615592,-0.058319444444444445
1774991083.1803827,-0.057679417122040076
1774991083.3090944,-0.058339502908514015
1774991083.4304721,-0.0575
1774991083.5552943,-0.058712852425704856
1774991083.685524,-0.05721615443230887
1774991083.8123255,-0.05942620610904939
1774991083.9455347,-0.057302454026234864
1774991084.0638835,-0.058185769846717
1774991084.2009118,-0.05870471464019852
1774991084.3302486,-0.05835612535612536
1774991084.4680433,-0.058109629629629636
1774991084.593972,-0.05845172932330828
1774991084.711158,-0.05789345157766211
1774991084.8371038,-0.05859909188034188
1774991084.9557648,-0.05811121323529412
1774991085.084085,-0.0589300602130616
1774991085.2113898,-0.05819151638303277
1774991085.328122,-0.05861290322580645
1774991085.4729207,-0.059241935483870974
1774991085.6015444,-0.057632528761561025
1774991085.7260876,-0.05966825174825175
1774991085.8521047,-0.058640000000000005
1774991085.9788477,-0.05796923076923077
1774991086.133878,-0.05825538461538462
1774991086.2618065,-0.05888
1774991086.389105,-0.0582
1774991086.5096278,-0.05981138211382114
1774991086.6378884,-0.060894308943089434
1774991086.7645178,-0.059212598425196855
1774991086.8952277,-0.05760300311298298
1774991087.0266893,-0.057903285345145813
1774991087.1553848,-0.05999164578111947
1774991087.2895012,-0.057543859649122814
1774991087.4122913,-0.058333333333333334
1774991087.5294576,-0.05995726495726496
1774991087.6494672,-0.06085470085470086
1774991087.8025117,-0.060000000000000005
1774991087.9379795,-0.060000000000000005
1774991088.0619144,-0.060000000000000005
1774991088.1884978,-0.060000000000000005
1774991088.3092654,-0.060000000000000005
1774991088.4378664,-0.060000000000000005
1774991088.5652697,-0.060000000000000005
1774991088.7045982,-0.060000000000000005
1774991088.8270614,-0.060000000000000005
1774991088.9545395,-0.060000000000000005
1774991089.0807495,-0.060000000000000005
1774991089.2113423,-0.060000000000000005
1774991089.3479533,-0.060000000000000005
1774991089.488671,-0.060000000000000005
1774991089.625513,-0.060000000000000005
1774991089.755085,-0.060000000000000005
1774991089.880019,-0.060000000000000005
